Name	Type	Location	Price
Basic Baking (Parent-Child) (Bishan)	Food & Beverage	Bishan CC	From $35.00 to $47.00
BESM - Senior Wellness Day 2025 (Dental Screening)	Social & Community Events	Bishan CC	$0.00 
Bishan East - Sin Ming CSN Interest Group 2024 - 2025	Social & Community Events	Bishan CC	$10.00 
Bishan WEC - Sing for You Concert	Social & Community Events	Bishan CC	$5.00 
Bishan Wellness Hub - 2025 Wellness Dance	Social & Community Events	Bishan CC	$0.00 
Bishan YN HeARTs Workshop (Feb 2025)	Workshops & Classes	Bishan CC	$0.00 
Bishan YN Intertidal Walk	Social & Community Events	Bishan CC	$5.00 
Bishan YN Money Smart Workshop (March 2025)	Workshops & Classes	Bishan CC	$0.00 
Bishan YN Smartphone Photography Workshop	Workshops & Classes	Bishan CC	$0.00 
Bishan YN x Project Litup	Social & Community Events	Bishan CC	$0.00 
Bishan YN x Project Superseed : Chia (March 2025)	Social & Community Events	Bishan CC	$0.00 
Body Toning (HealthierSG) (Bishan)	Fitness & Wellness	Bishan CC	From $90.00 to $102.00
Cardio Pilates Flow (HealthierSG) (Bishan)	Fitness & Wellness	Bishan CC	From $90.00 to $102.00
Chinese Dance (Adult) (HealthierSG)	Workshops & Classes	Bishan CC	From $62.00 to $74.00
Egg-citing Line Dance Jam	Social & Community Events	Bishan CC	$5.00 
EPL screening@Bishan CC - Mar & Apr 2025	Social & Community Events	Bishan CC	$0.00 
FEEL The Workout™ (HealthierSG)	Workshops & Classes	Bishan CC	From $108.00 to $120.00
Gym Tonic @ Bishan CC (2025)	Social & Community Events	Bishan CC	From $60.00 to $180.00
Gym Tonic @ BLK 144 Wellness Hub (2025)	Social & Community Events	Bishan CC	From $60.00 to $180.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Bishan CC	From $90.00 to $102.00
Indian Classical Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Bishan CC	From $120.00 to $132.00
Japanese Pastel Nagomi Art	Workshops & Classes	Bishan CC	From $90.00 to $102.00
Oxigeno® (HealthierSG)	Fitness & Wellness	Bishan CC	From $120.00 to $132.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Bishan CC	From $99.00 to $111.00
Piloxing ® (HealthierSG)	Fitness & Wellness	Bishan CC	From $120.00 to $132.00
PILOXING® Barre (HealthierSG)	Fitness & Wellness	Bishan CC	From $120.00 to $132.00
Taichi for Health (Osteoporosis) (HealthierSG)	Fitness & Wellness	Bishan CC	From $60.00 to $72.00
WEC - International Women's Day Celebration (2025)	Social & Community Events	Bishan CC	$10.00 
WEC Perfume Workshop	Workshops & Classes	Bishan CC	$30.00 
Zumba Gold® (HealthierSG)	Fitness & Wellness	Bishan CC	From $90.00 to $102.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Bishan CC	From $90.00 to $102.00
Guitar Pop (Elementary)	Workshops & Classes	Bishan East Zone 1 RN	$105.00 
BEZ2 - Exploring and Shopping @ Geylang Serai	Social & Community Events	Bishan East Zone 2 RN	$5.00 
BEZ2 - Hay Dairies Goat Farm	Social & Community Events	Bishan East Zone 2 RN	$8.00 
Chinese Calligraphy	Workshops & Classes	Bishan East Zone 2 RN	From $110.00 to $120.00
FLC & Z2 RN - Let's Bake Cookies (Children)	Social & Community Events	Bishan East Zone 2 RN	$2.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Bishan East Zone 3 RN	From $90.00 to $102.00
Children's Art (Bishan East)	Workshops & Classes	Bishan East Zone 5 RN	From $85.00 to $97.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Bishan East Zone 5 RN	$90.00 
BEZ6 - Saturday Busking Night	Social & Community Events	Bishan East Zone 6 RN	$2.00 
BEZ6 RN - Block 167A Community Rooftop Garden - DEPOSIT PAYMENT - 2025	Social & Community Events	Bishan East Zone 6 RN	From $10.00 to $110.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Bishan East Zone 6 RN	From $65.00 to $77.00
Power Yoga (HealthierSG)	Fitness & Wellness	Bishan East Zone 6 RN	From $130.00 to $142.00
Jumping® Fitness (HealthierSG)	Fitness & Wellness	Bishan Heights RN	From $160.00 to $170.00
Bishan Loft Pastel Nagomi Art Workshop	Workshops & Classes	Bishan Loft RN	$5.00 
[Sky RN] Family Day @ a Crocodile Farm	Social & Community Events	Bishan Sky RN	$10.00 
Bishan ClubFITT Gym	Fitness & Wellness	"Bishan St. 4, Postal Code: 579783"	$2.50 
"[Boon Lay CCC] ""Let's Explore Singapore with Nature Kakis - Bukit Timah Nature Reserve"""	Social & Community Events	Boon Lay CC	$0.00 
[Boon Lay WEC] Mini Handbag Beads Craft Workshop	Workshops & Classes	Boon Lay CC	$6.00 
[Boon Lay WEC] Mother's Day Celebration 2025	Social & Community Events	Boon Lay CC	$30.00 
[Competition-ONLY] - Boon Lay CC IAEC - Our Culture Our Identity	Social & Community Events	Boon Lay CC	$3.00 
[General Admission] - Boon Lay CC IAEC - Our Culture Our Identity	Social & Community Events	Boon Lay CC	$3.00 
Boon Lay Green Market on 23rd March 2025 (Sunday)	Social & Community Events	Boon Lay CC	$15.00 
Boon Lay Hari Raya Celebration 2025 (Salam Indah Lebaran)	Social & Community Events	Boon Lay CC	$5.00 
Community Volunteers' (CV) Tea Session	Social & Community Events	Boon Lay CC	$0.00 
Hip Hop Dance (Children)	Workshops & Classes	Boon Lay CC	From $176.00 to $186.00
Krav Maga Self-Defense (HealthierSG)	Fitness & Wellness	Boon Lay CC	From $130.00 to $140.00
NHGD Mammobus Deployment at Boon Lay CC (27 Sept 2025)	Social & Community Events	Boon Lay CC	From $0.00 to $25.00
Taekwondo (Singapore Taekwondo Academy) (HealthierSG)	Fitness & Wellness	Boon Lay CC	From $60.00 to $70.00
Taekwondo (International Taekwon-Do Federation Singapore) (HealthierSG)	Fitness & Wellness	Boon Lay Zone B RN	$60.00 
[Boon Lay Zone C] Geylang Shopping Trip 2025	Social & Community Events	Boon Lay Zone C RN	$5.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Boon Lay Zone C RN	From $55.00 to $65.00
[Boon Lay Zone E RN] Hari Raya Celebration 2025	Social & Community Events	Boon Lay Zone E RN	$6.00 
[Boon Lay Zone E RN] Nippon Koi Farm Tour 2025	Social & Community Events	Boon Lay Zone E RN	$10.00 
Boon Lay Zone F Qigong 10 April 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 13 March 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 17 April 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 20 March 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 24 April 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 27 March 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
Boon Lay Zone F Qigong 3 April 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
YOGA for seniors 18 April 2025	Social & Community Events	Boon Lay Zone F RN	$0.00 
[Boon Lay Zone G RN] Yakult Factory Tour 2025	Social & Community Events	Boon Lay Zone G RN	$2.00 
Taekwondo (Singapore Taekwondo Academy) (HealthierSG)	Fitness & Wellness	Boon Lay Zone H RN	$60.00 
Boon Tiong RC dragon boat Oct 2024 to Dec 2025	Social & Community Events	Boon Tiong RC	$10.00 
Botanic Gardens RN Wine Appreciation	Social & Community Events	Botanic Gardens RN	$0.00 
BVRN - KARAOKE WALK IN SESSIONS FOR MARCH 2025	Social & Community Events	Boundary Ville RC	$1.00 
Zhenghua Park	Outdoor & Nature	"Bounded by Bt Timah Expressway (BKE), BKE Slip Road to Kranji Expressway (KJE) & Dairy Farm Road"	$0.00 
Tiong Bahru Park	Outdoor & Nature	"Bounded by Henderson Rd, Tiong Bahru Road and Lower Delta Road"	$0.00 
War Memorial Park	Outdoor & Nature	"Bounded by Nicoll Highway, Stamford Road, Beach Road and Bras Basah Road"	$0.00 
Istana Park	Outdoor & Nature	"Bounded by Orchard Road, Penang Road, Penang Lane and Buyong Road"	$0.00 
Lower Seletar Reservoir Park	Outdoor & Nature	Bounded by Yishun Ave 1 and Lentor Avenue	$0.00 
Yishun Park	Outdoor & Nature	"Bounded by Yishun Ave 4, Yishun Central, Yishun Ave 11 and Yishun Ring Road"	$0.00 
[IAEC] Indian New Year 2025 Community Carnival @ Braddell Heights	Social & Community Events	Braddell Heights CC	$5.00 
[IAEC] VAANGA PAZAHGALAM @ GARDENS BY THE BAY THE BAY	Social & Community Events	Braddell Heights CC	$10.00 
Aikido (HealthierSG) (Braddell)	Fitness & Wellness	Braddell Heights CC	From $100.00 to $110.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Braddell Heights CC	From $85.00 to $95.00
Pilates MatWork (HealthierSG)	Fitness & Wellness	Braddell Heights CC	From $100.00 to $110.00
WEC SIng Along Interest Groups One Year Membership	Social & Community Events	Braddell Heights CC	$10.00 
WEC Sing-Along Session 2025	Social & Community Events	Braddell Heights CC	$4.00 
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Braddell Heights CC	From $90.00 to $100.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Braddell Heights Zone C RC	$85.00 
Children's Art (Braddell Heights)	Workshops & Classes	Braddell Heights Zone D RC	$100.00 
Community Health Talk	Social & Community Events	Braddell Heights Zone D RC	$0.00 
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Braddell Heights Zone D RC	$50.00 
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Braddell Heights Zone F RC	From $60.00 to $70.00
Recreational Karaoke Pop Singing (Mandarin)	Workshops & Classes	Braddell Heights Zone F RC	From $85.00 to $90.00
Civilian War Memorial	Cultural & Heritage	Bras Basah Road & Beach Road intersection	$0.00 
12.03.2025 - Arcade RN Digital Training	Social & Community Events	Brickland Arcade RN	$0.00 
22.03.2025 - Enrich Elderly: Financial Literacy for Elderly	Social & Community Events	Brickland Arcade RN	$0.00 
Children's Art (Brickland Mirage)	Workshops & Classes	Brickland Mirage Quad RN	$85.00 
16.03.2025 - Brickland Porridge Distribution @ 489A	Social & Community Events	Brickland Sunshine RN	$0.00 
23.03.2025 - Brickland Porridge Distribution @ 489A	Social & Community Events	Brickland Sunshine RN	$0.00 
Artistic Expression for Children (Buangkok)	Workshops & Classes	Buangkok CC	From $160.00 to $170.00
Baking Made Easy (Buangkok)	Food & Beverage	Buangkok CC	From $35.00 to $45.00
Basic Baking (Parent-Child) (Buangkok)	Food & Beverage	Buangkok CC	From $35.00 to $45.00
BBarreless (HealthierSG)	Fitness & Wellness	Buangkok CC	From $162.00 to $165.00
Bento Workshop (Buangkok)	Food & Beverage	Buangkok CC	From $40.00 to $50.00
Breadmaking (Buangkok)	Food & Beverage	Buangkok CC	From $35.00 to $45.00
Brisk Walk @ Bishan - Ang Mo Kio Park	Social & Community Events	Buangkok CC	$3.00 
Buangkok CC IAEC Got Talent 2025	Social & Community Events	Buangkok CC	$5.00 
Buangkok CC IAEC Indian New Year Celebration 2025	Social & Community Events	Buangkok CC	$15.00 
Buangkok CC IAEC Presents Warli Art Workshop	Workshops & Classes	Buangkok CC	$10.00 
Cardio Pilates Flow (HealthierSG) (Buangkok)	Fitness & Wellness	Buangkok CC	From $99.00 to $111.00
Cartoon Drawing for Children (Buangkok)	Workshops & Classes	Buangkok CC	From $80.00 to $85.00
Children Soccer Tournament 2025	Social & Community Events	Buangkok CC	$10.00 
Cookie Decorating	Food & Beverage	Buangkok CC	From $35.00 to $45.00
Discover Music!	Workshops & Classes	Buangkok CC	From $180.00 to $190.00
FIGHT-DO® (HealthierSG)	Fitness & Wellness	Buangkok CC	From $90.00 to $100.00
Fun Gymnastics For Kids	Fitness & Wellness	Buangkok CC	From $400.00 to $450.00
Gentle Flow Yoga (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $120.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Buangkok CC	From $90.00 to $100.00
Hip Hop Dance (Children)	Workshops & Classes	Buangkok CC	From $140.00 to $150.00
Introduction to Laughter Yoga (HealthierSG)	Fitness & Wellness	Buangkok CC	From $40.00 to $50.00
Japanese Garden Exploration and Tea Appreciation	Social & Community Events	Buangkok CC	$5.00 
Kayak and Clean - March @ Bedok Reservoir	Social & Community Events	Buangkok CC	$3.00 
Kpop Dance (Children)	Workshops & Classes	Buangkok CC	From $140.00 to $150.00
KpopX® Fitness (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $110.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Buangkok CC	From $60.00 to $70.00
MEGADANZ® (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $110.00
Muay Thai (HealthierSG)	Fitness & Wellness	Buangkok CC	From $200.00 to $210.00
Nirvana® Fitness (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $110.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Buangkok CC	From $90.00 to $100.00
Piloxing ® (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $110.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Buangkok CC	From $40.00 to $45.00
Recreational Folk Dance (Intermediate) (HealthierSG)	Workshops & Classes	Buangkok CC	From $40.00 to $45.00
Safety & Security Day @ Park Green 2025	Social & Community Events	Buangkok CC	$0.00 
Sengkang Fire Station and National Museum Tour by Compassvale Coris & Sengkang Central C2E	Social & Community Events	Buangkok CC	$8.00 
Sengkang Smash & Spin Challenge	Social & Community Events	Buangkok CC	From $3.00 to $6.00
SKC YN Sustainable Weekend 2025 - April Flea Market Vendor Registration	Social & Community Events	Buangkok CC	$100.00 
Taijiquan (HealthierSG)	Fitness & Wellness	Buangkok CC	From $50.00 to $60.00
Tiny Tots Ballet	Workshops & Classes	Buangkok CC	From $128.00 to $138.00
Variety Baking Workshop for Adults	Food & Beverage	Buangkok CC	From $35.00 to $45.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Buangkok CC	From $120.00 to $140.00
Yoga Burn (HealthierSG)	Fitness & Wellness	Buangkok CC	From $90.00 to $100.00
Yoga Core (HealthierSG)	Fitness & Wellness	Buangkok CC	From $90.00 to $100.00
Yoga Stretch (HealthierSG)	Fitness & Wellness	Buangkok CC	From $100.00 to $120.00
Yoga Therapy (HealthierSG)	Fitness & Wellness	Buangkok CC	From $120.00 to $140.00
Zumba® Fitness (Blended) (HealthierSG)	Fitness & Wellness	Buangkok CC	From $120.00 to $130.00
Fitness First - Bugis Junction	Fitness & Wellness	"Bugis Junction, Postal Code: 529652"	$150.00 
Bukit Batok 3D Printing Workshop (22 March 2025)	Workshops & Classes	Bukit Batok CC	$8.00 
Bukit Batok Community Fun Ride	Social & Community Events	Bukit Batok CC	$0.00 
Bukit Batok CSN PAssion Community Football 2024	Social & Community Events	Bukit Batok CC	$50.00 
Bukit Batok Family Day 2025	Social & Community Events	Bukit Batok CC	From $5.00 to $20.00
Bukit Batok INC Jalan Jalan Series - Universal Studio Singapore	Social & Community Events	Bukit Batok CC	$50.00 
Bukit Batok MicroBit Workshop (23 March 2025)	Workshops & Classes	Bukit Batok CC	$8.00 
Bukit Batok Nature Park	Outdoor & Nature	"Bukit Batok East Ave 2, Bukit Batok East Ave 6, Lorong Sesuai"	$0.00 
Bukit Batok Town Park	Outdoor & Nature	Bukit Batok East Ave 5	$0.00 
1-Star Kayaking Course	Workshops & Classes	Bukit Batok East CC	$32.00 
BBE CSN Badminton (Mar 2025) Date 1st - 29th Mar 2025	Social & Community Events	Bukit Batok East CC	$6.00 
BBE CSN Basketball IG (7 to 12 years old) - 1 Mar to 15 Mar 2025 Training	Social & Community Events	Bukit Batok East CC	$30.00 
BBE CSN PACF PAssion Children Football (4 - 16 yrs) - 23 Feb to 11 May 2025	Social & Community Events	Bukit Batok East CC	$150.00 
BBE YN x SG Enable Project OUTreach	Social & Community Events	Bukit Batok East CC	$0.00 
HAY volunteer capability building	Social & Community Events	Bukit Batok East CC	$0.00 
NCS x Bukit Batok East Youth Tech Day	Social & Community Events	Bukit Batok East CC	$0.00 
JEV RN - Brisk Walk / Fun Walk Apr 2025	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - Brisk Walk / Fun Walk Mar 2025	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - Brisk Walk / Fun Walk May 2025	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - FOOD RESCUE 08/04/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - FOOD RESCUE 22/04/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - FOOD RESCUE 25/03/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - Grace Exercise 2025 Jun (Every Saturday)	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - Grace Exercise 2025 Mar (every Saturday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - Grace Exercise 2025 May (Every Saturday)	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - Grace Exercise Apr 2025 (Every Saturday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - QIGONG 2025 Apr (Mon to Sat)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - QIGONG 2025 June (Every Mon to Sat)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - QIGONG 28/3/2025	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - QIGONG May 2025 (Mon to Sat)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - RAMADAN PORRIDGE DISTRIBUTION 22/3/2025	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - TAIJI 2025 Apr (Every Wednesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$1.00 
JEV RN - TAIJI 2025 June (Every Wednesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN - TAIJI 2025 MAY (Every Wednesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN Brisk Walk \ Fun Walk Jun 2025	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN FOOD RESCUE - 13/05/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN FOOD RESCUE - 20/05/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN Food Rescue - 24/06/25 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN FOOD RESCUE -10/06/2025 (Tuesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN- QIGONG - MAR 2025 (Every Monday & Thursday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN QIQONG - Mar 2025 (Every Saturday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
JEV RN -TAIJI 2025 Mar (Every Wednesday)	Social & Community Events	Bukit Batok East Jurong East View RN	$0.00 
BBE Zone 3 Cantonese Opera Karaoke - 15/12/2024 to 2/3/2025	Social & Community Events	Bukit Batok East Zone 3 RN	$30.00 
BBE Zone 3 Speak Eng Club - 1/4/25 - 24/6/2025	Social & Community Events	Bukit Batok East Zone 3 RN	$5.00 
BBZ1 Bukit Batok Estate Clean Up - April 2025	Social & Community Events	Bukit Batok Zone 1 RN	$0.00 
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Bukit Batok Zone 1 RN	From $70.00 to $80.00
BBZ10 RN SG CLEAN DAY - 13 APRIL 2025	Social & Community Events	Bukit Batok Zone 10 RN	$0.00 
Bollywood Hip Hop Dance (HealthierSG)	Workshops & Classes	Bukit Batok Zone 10 RN	$190.00 
Bukit Batok Zone 10 RN - Karaoke [April 2025]	Social & Community Events	Bukit Batok Zone 10 RN	From $6.00 to $7.00
Bukit Batok Zone 10 RN - Karaoke [March 2025]	Social & Community Events	Bukit Batok Zone 10 RN	From $6.00 to $7.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Bukit Batok Zone 10 RN	$65.00 
Health Talk @ Blk 194	Social & Community Events	Bukit Batok Zone 10 RN	$0.00 
Bukit Batok Zone 12 RN Buka Puasa Get-Together 2025	Social & Community Events	Bukit Batok Zone 12 RN	$5.00 
Bukit Batok Zone 12 RN Water Carnival 2025	Social & Community Events	Bukit Batok Zone 12 RN	$8.00 
BBZ3 Distillation Demo and Educational Garden Tour	Social & Community Events	Bukit Batok Zone 3 RN	$0.00 
BBZ3RN IG TABLE TENNIS 2024.09.02 TO 2025.08.31	Social & Community Events	Bukit Batok Zone 3 RN	$20.00 
